FMID,MostRecentOpeningDate
1008363,2014-12-31
1008365,2014-09-26
1008366,2016-10-16
1008367,2014-10-08
1008371,2015-12-31
1008372,2014-08-16
1008375,2016-02-29
1008379,2013-09-24
1008380,2014-04-29
1008382,2013-11-02
1008383,2014-05-07
1008384,2014-09-30
1008385,2015-09-30
1008386,2016-03-01
1008388,2016-09-29
1008391,2013-08-08
1008392,2015-12-19
1008393,2013-09-13
1008394,2013-12-31
1008396,2014-03-29
1008397,2013-12-31
1008398,2014-10-15
1008399,2013-12-31
1008401,2016-10-27
1008402,2014-08-30
1008403,2016-09-13
1008404,2016-10-06
1008406,2013-01-31
1008408,2013-09-01
1008409,2013-10-17
1008410,2013-11-30
1008413,2013-12-14
1008415,2014-10-18
1008416,2013-10-31
1008418,2014-09-27
1008419,2014-10-11
1008420,2014-09-20
1008423,2014-10-18
1008424,2014-09-25
1008425,2013-12-31
1008427,2013-11-30
1008428,2013-11-07
1008429,2013-09-24
1008432,2014-10-18
1008433,2013-11-26
1008434,2013-12-31
1008435,2013-10-03
1008436,2013-10-26
1008437,2014-12-17
1008439,2013-12-27
1008442,2014-10-25
1008443,2013-09-19
1008444,2015-09-24
1008445,2014-10-17
1008447,2014-10-11
1008448,2014-12-31
1008449,2014-09-30
1008450,2014-09-30
1008453,2013-12-14
1008456,2014-09-23
1008457,2016-11-23
1008460,2014-11-20
1008462,2013-12-31
1008463,2013-10-12
1008464,2016-09-01
1008468,2014-10-25
1008475,2014-10-31
1008480,2013-12-31
1008483,2016-12-31
1008485,2016-12-31
1008488,2013-10-30
1008492,2014-09-25
1008498,2016-09-22
1008499,2014-09-24
1008502,2014-12-31
1008504,2014-12-31
1008505,2014-12-31
1008508,2015-12-31
1008513,2013-11-23
1008515,2013-11-27
1008517,2016-12-31
1008518,2014-10-31
1008530,2013-10-20
1008532,2013-10-26
1008534,2013-09-26
1008537,2013-09-24
1008538,2016-10-11
1008539,2013-10-29
1008541,2013-09-28
1008544,2014-11-22
1008546,2016-11-20
1008551,2013-10-31
1008552,2014-04-19
1008553,2016-12-31
1008558,2014-10-25
1008562,2014-05-07
1008564,2014-12-31
1008566,2013-09-25
1008569,2013-09-28
1008570,2014-12-31
1008571,2013-12-31
1008576,2013-12-31
1008577,2016-11-22
1008578,2013-09-28
1008579,2013-12-31
1008582,2013-10-26
1008583,2013-09-28
1008584,2013-11-23
1008589,2013-10-26
1008594,2013-10-26
1008595,2014-08-29
1008599,2015-10-16
1008601,2013-12-21
1008604,2014-10-23
1008605,2014-12-31
1008606,2015-09-16
1008607,2015-11-07
1008609,2016-10-30
1008611,2013-12-31
1008612,2013-12-31
1008616,2014-10-04
1008617,2013-12-31
1008618,2013-09-28
1008620,2013-09-27
1008622,2013-11-23
1008623,2013-10-26
1008624,2013-09-28
1008629,2014-10-30
1008638,2013-09-26
1008646,2013-12-31
1008650,2014-08-31
1008664,2014-12-31
1008666,2015-03-31
1008667,2013-12-31
1008668,2013-09-25
1008671,2013-09-28
1008672,2013-09-26
1008673,2013-09-30
1008674,2013-10-27
1008676,2014-09-19
1008678,2014-10-23
1008680,2013-09-24
1008681,2014-11-29
1008682,2014-10-30
1008683,2014-10-26
1008684,2014-10-27
1008685,2014-09-25
1008686,2014-09-27
1008687,2013-12-14
1008689,2014-10-27
1008690,2015-10-29
1008691,2014-10-31
1008693,2014-10-14
1008694,2013-10-26
1008695,2013-11-23
1008696,2013-09-24
1008697,2013-10-29
1008699,2014-09-03
1008701,2013-11-15
1008702,2013-09-28
1008704,2013-10-24
1008705,2013-11-02
1008706,2013-09-28
1008707,2013-09-25
1008708,2014-10-09
1008709,2013-10-26
1008710,2013-10-19
1008713,2015-10-31
1008715,2014-12-31
1008716,2013-01-26
1008718,2014-12-31
1008719,2013-12-31
1008720,2014-12-31
1008721,2013-10-31
1008723,2014-12-31
1008724,2013-11-02
1008726,2013-11-28
1008727,2014-10-26
1008728,2014-09-25
1008729,2014-09-27
1008730,2014-10-17
1008731,2015-10-31
1008732,2013-09-26
1008735,2014-04-12
1008736,2013-10-26
1008743,2013-10-25
1008744,2013-10-31
1008747,2013-10-03
1008751,2014-10-25
1008752,2013-11-03
1008753,2013-10-29
1008756,2013-11-23
1008764,2013-10-26
1008768,2013-09-24
1008769,2016-10-30
1008770,2013-08-28
1008772,2013-09-26
1008773,2015-02-28
1008776,2014-11-22
1008778,2013-11-02
1008780,2014-10-11
1008781,2013-10-31
1008786,2013-10-24
1008789,2014-10-03
1008790,2014-09-03
1008796,2014-10-22
1008797,2015-03-27
1008798,2013-10-12
1008799,2013-10-10
1008800,2015-09-25
1008802,2013-10-26
1008806,2013-11-16
1008808,2016-10-29
1008809,2013-08-04
1008810,2014-10-25
1008811,2014-12-18
1008812,2013-10-31
1008815,2014-12-31
1008820,2014-07-29
1008822,2014-05-01
1008823,2017-04-26
1008824,2015-03-20
1008825,2016-09-28
1008826,2014-09-27
1008827,2014-08-26
1008830,2015-10-09
1008831,2016-04-16
1008832,2015-04-16
1008834,2014-10-25
1008835,2016-10-11
1008836,2015-10-31
1008837,2014-10-25
1008840,2014-11-01
1008842,2016-11-27
1008843,2015-08-21
1008845,2014-12-14
1008846,2013-11-09
1008848,2014-08-13
1008850,2016-03-26
1008851,2013-10-14
1008852,2015-04-25
1008853,2014-09-26
1008855,2014-09-21
1008856,2014-09-06
1008857,2016-12-17
1008858,2015-08-25
1008860,2016-08-31
1008863,2016-12-31
1008864,2016-12-31
1008866,2014-10-11
1008867,2017-06-30
1008868,2014-08-14
1008871,2015-12-31
1008874,2013-09-26
1008875,2013-10-26
1008877,2013-06-29
1008880,2016-10-25
1008881,2016-10-25
1008882,2016-10-26
1008883,2016-10-26
1008884,2016-10-28
1008885,2016-10-26
1008886,2016-10-28
1008887,2016-10-26
1008888,2016-10-27
1008889,2016-10-27
1008890,2016-10-27
1008891,2016-10-27
1008892,2016-10-28
1008893,2016-10-28
1008894,2016-10-25
1008895,2014-08-28
1008896,2016-11-05
1008897,2016-11-05
1008900,2014-09-13
1008901,2014-09-03
1008904,2016-12-31
1008905,2016-10-26
1008906,2015-10-10
1008909,2013-11-21
1008910,2013-11-27
1008911,2013-11-20
1008912,2013-11-20
1008913,2013-11-21
1008914,2013-11-21
1008915,2013-12-24
1008916,2013-12-29
1008917,2013-11-23
1008918,2013-11-27
1008919,2013-12-22
1008920,2013-11-23
1008921,2013-11-22
1008922,2013-11-22
1008923,2013-11-23
1008924,2013-11-23
1008927,2015-04-25
1008929,2014-10-11
1008930,2014-12-31
1008931,2014-05-18
1008935,
1008937,2014-12-31
1008938,2014-09-26
1008939,2013-12-29
1008940,2014-10-25
1008941,2014-10-18
1008942,2014-10-31
1008945,2016-12-16
1008946,2016-09-25
1008950,2014-09-24
1008951,2013-10-30
1008953,2015-12-31
1008955,2013-08-22
1008959,2016-10-29
1008960,2015-09-27
1008961,2013-12-31
1008964,2015-10-29
1008965,2015-12-31
1008967,2016-10-31
1008969,2016-11-05
1008973,2016-09-08
1008974,2014-10-29
1008975,2014-12-18
1008976,2013-12-31
1008980,2015-10-31
1008981,2013-09-14
1008982,2014-10-11
1008983,2014-09-24
1008985,2014-11-01
1008987,2016-11-19
1008992,2014-10-25
1008996,2013-11-09
1008997,2013-12-31
1008998,2013-10-12
1008999,2014-12-31
1009000,2013-10-04
1009002,2014-09-03
1009004,2014-12-31
1009005,2016-12-31
1009007,2015-09-30
1009013,2015-11-28
1009016,2014-10-16
1009017,2015-04-30
1009018,2014-09-30
1009019,2013-12-31
1009020,2014-10-25
1009023,2016-12-17
1009024,2014-09-28
1009025,2016-12-31
1009026,2015-04-25
1009027,2015-10-08
1009028,2014-07-25
1009030,2014-10-24
1009032,2013-12-31
1009033,2016-09-24
1009034,2016-12-31
1009037,2014-09-28
1009039,2014-09-15
1009041,2015-10-20
1009043,2015-10-30
1009045,2014-10-31
1009048,2014-10-29
1009049,2014-12-31
1009051,2014-10-29
1009052,2016-10-27
1009054,2013-09-30
1009055,2014-09-30
1009056,2014-09-30
1009057,2014-10-31
1009059,2014-09-30
1009061,2014-10-25
1009062,2014-12-31
1009063,2014-10-24
1009064,2014-09-30
1009065,2014-10-31
1009066,2016-09-29
1009074,2014-10-17
1009075,2014-10-17
1009076,2014-10-25
1009077,2015-04-30
1009080,2015-12-31
1009081,2014-10-25
1009082,2014-10-28
1009085,2014-07-05
1009087,2013-11-23
1009614,2015-05-31
1009615,2014-10-31
1009617,2014-11-19
1009622,2014-10-22
1009623,2015-03-28
1009625,2014-10-29
1009626,2014-09-25
1009627,2016-05-28
1009628,2014-10-02
1009629,2016-10-01
1009631,2015-12-31
1009633,2015-12-31
1009634,2014-09-03
1009640,2016-10-15
1009643,2015-10-13
1009644,2014-10-14
1009646,2014-03-25
1009647,2014-12-31
1009648,2014-10-08
1009650,2014-12-31
1009653,2014-10-25
1009655,2014-09-30
1009656,2016-10-12
1009658,2015-12-31
1009659,2015-12-31
1009660,2014-12-31
1009661,2014-09-15
1009663,2014-10-11
1009667,2014-10-31
1009670,2014-10-28
1009672,2015-10-07
1009673,2016-10-08
1009677,2014-10-31
1009678,2014-10-30
1009680,2016-10-26
1009682,2014-11-15
1009685,2016-08-30
1009687,2014-12-31
1009688,2015-04-18
1009690,2014-12-31
1009693,2014-12-31
1009695,2014-10-25
1009697,2014-09-30
1009701,2014-10-30
1009702,2017-04-29
1009705,2016-09-29
1009706,2016-09-23
1009707,2016-10-25
1009709,2014-12-31
1009710,2016-12-15
1009712,2016-09-29
1009714,2014-01-02
1009715,2014-12-17
1009716,2014-10-28
1009719,2014-10-15
1009720,2014-10-04
1009721,2016-08-30
1009722,2014-12-31
1009723,2014-12-31
1009725,2014-12-31
1009726,2017-03-25
1009728,2014-10-03
1009735,2014-10-26
1009736,2014-11-01
1009737,2014-11-01
1009738,2014-12-01
1009739,2014-05-26
1009740,2014-05-06
1009741,2014-05-14
1009742,2014-05-10
1009746,2014-03-01
1009748,2014-12-31
1009749,2014-12-31
1009750,2014-05-17
1009752,2014-11-08
1009753,2014-12-31
1009754,2014-10-31
1009755,2014-06-07
1009756,2016-10-22
1009757,2014-09-30
1009758,2014-10-08
1009760,2016-11-23
1009761,2014-05-21
1009762,2014-10-17
1009765,2016-09-01
1009767,2014-10-01
1009769,2014-11-19
1009772,2014-09-25
1009773,2015-04-18
1009775,2014-09-20
1009776,2014-09-17
1009779,2016-12-31
1009780,2016-12-31
1009782,2014-12-31
1009787,2014-11-22
1009788,2014-10-15
1009789,2014-10-08
1009791,2014-12-31
1009792,2014-10-14
1009793,2014-12-20
1009794,2016-09-28
1009795,2016-10-29
1009796,2016-09-26
1009799,2014-09-27
1009801,2014-10-18
1009802,2016-10-30
1009803,2015-11-14
1009807,2014-10-25
1009808,2016-10-26
1009809,2014-10-25
1009810,2016-10-08
1009811,2014-09-30
1009812,2014-10-02
1009814,2014-10-25
1009815,2014-12-13
1009816,2014-07-13
1009818,2014-12-31
1009826,2014-08-28
1009827,2014-10-04
1009829,2015-10-07
1009830,2015-10-05
1009831,2014-11-08
1009833,2015-03-28
1009835,2017-04-15
1009837,2014-10-25
1009840,2014-12-11
1009841,2014-12-31
1009845,2014-11-25
1009846,2016-09-24
1009847,2014-11-12
1009848,2014-10-30
1009851,2016-12-31
1009852,2014-09-27
1009853,2014-12-20
1009854,2014-10-15
1009857,2014-10-25
1009861,2014-08-26
1009863,2014-12-31
1009864,2014-10-18
1009865,2014-11-01
1009866,2016-10-25
1009867,2014-11-22
1009868,2014-12-31
1009869,2014-10-01
1009870,2014-10-29
1009871,2014-10-31
1009872,2016-10-31
1009873,2016-10-06
1009876,2014-10-19
1009877,2014-12-11
1009878,2014-09-27
1009879,2014-10-11
1009881,2014-11-22
1009884,2016-10-15
1009889,2014-10-03
1009890,2016-10-30
1009891,2014-11-01
1009893,2014-10-12
1009894,2016-12-17
1009895,2016-12-18
1009896,2014-09-14
1009897,2016-10-06
1009899,2014-11-29
1009900,2014-12-24
1009901,2015-04-18
1009904,2014-07-26
1009906,2014-10-30
1009907,2017-09-01
1009908,2016-10-15
1009910,2014-10-10
1009912,2014-11-06
1009914,2014-10-25
1009916,2014-10-11
1009918,2015-10-31
1009921,2014-10-10
1009922,2014-11-28
1009929,2014-09-27
1009930,2014-08-30
1009931,2014-12-20
1009932,2014-10-25
1009934,2014-08-28
1009935,2014-10-18
1009936,2014-10-11
1009939,2017-04-29
1009941,2014-10-25
1009942,2014-10-24
1009946,2014-12-31
1009947,2014-10-11
1009948,2014-09-22
1009949,2014-09-25
1009951,2014-12-31
1009953,2014-10-08
1009954,2014-11-02
1009955,2016-12-31
1009956,2014-10-26
1009958,2014-09-24
1009959,2016-12-31
1009962,2014-11-21
1009967,2014-09-04
1009968,2014-10-29
1009969,2014-06-03
1009970,2016-10-29
1009974,2014-11-01
1009975,2016-10-29
1009977,2016-09-28
1009978,2014-10-30
1009979,2014-12-31
1009980,2014-08-28
1009981,2014-10-10
1009982,2016-10-29
1009983,2016-09-24
1009987,2014-12-31
1009988,2014-09-26
1009990,2014-10-17
1009991,2014-10-15
1009992,2017-05-31
1009993,2014-10-29
1009994,2014-09-27
1009996,2014-12-31
1009997,2014-09-28
1009998,2014-12-31
1010000,2015-12-12
1010001,2014-10-01
1010003,2014-12-31
1010004,2014-10-22
1010006,2014-12-20
1010007,2014-09-17
1010009,2014-11-16
1010010,2014-10-25
1010011,2014-10-10
1010013,2014-10-25
1010016,2014-10-18
1010019,2015-12-31
1010020,2014-10-08
1010022,2016-12-31
1010023,2016-10-08
1010024,2017-03-04
1010025,2016-10-25
1010026,2016-10-27
1010028,2016-10-13
1010029,2014-10-07
1010030,2014-11-01
1010031,2016-12-31
1010032,2014-10-31
1010034,2014-10-30
1010036,2014-09-27
1010037,2014-12-31
1010039,2014-09-25
1010041,2014-09-30
1010042,2014-10-28
1010043,2014-11-30
1010046,2014-12-31
1010047,2014-10-02
1010048,2014-10-25
1010049,2016-09-28
1010051,2016-08-18
1010052,2014-10-19
1010057,2014-12-31
1010058,2016-10-12
1010059,2014-08-28
1010060,2015-10-31
1010062,2014-10-25
1010064,2014-10-11
1010066,2017-06-10
1010067,2014-12-31
1010068,2014-09-27
1010069,2016-01-01
1010070,2014-10-11
1010072,2016-10-31
1010073,2014-09-17
1010075,2014-08-30
1010078,2014-10-17
1010080,2014-10-25
1010081,2014-10-01
1010084,2016-10-25
1010085,2015-11-21
1010087,2016-10-13
1010089,2014-09-24
1010090,2014-10-30
1010092,2014-10-04
1010093,2014-10-18
1010096,2014-10-26
1010097,2015-10-15
1010098,2014-10-25
1010100,2014-09-25
1010101,2014-09-07
1010102,2014-10-02
1010104,2016-10-26
1010105,2015-08-30
1010106,2014-10-25
1010107,2016-09-30
1010109,2014-10-18
1010111,2014-10-25
1010112,2016-12-31
1010113,2014-12-31
1010115,2014-09-25
1010117,2016-09-08
1010118,2016-09-29
1010120,2014-09-01
1010121,2014-05-10
1010123,2016-12-31
1010124,2014-09-27
1010125,2014-12-01
1010127,2014-10-11
1010129,2014-09-27
1010131,2014-10-25
1010134,2014-12-31
1010135,2014-09-30
1010137,2016-10-01
1010138,2014-10-15
1010139,2014-09-24
1010140,2014-09-28
1010142,2014-07-31
1010143,2014-10-07
1010145,2014-10-16
1010146,2014-12-31
1010148,2015-05-08
1010149,2015-04-01
1010152,2015-10-25
1010153,
1010154,2016-12-31
1010155,2014-12-31
1010156,2014-12-31
1010157,2014-09-26
1010158,2014-10-11
1010159,2014-10-31
1010160,2014-09-06
1010161,2014-08-27
1010162,2016-12-31
1010163,2014-11-01
1010164,2014-06-06
1010166,2015-03-28
1010168,2014-08-27
1010172,2014-09-06
1010173,2016-09-24
1010174,2014-12-31
1010175,2016-10-01
1010176,2014-12-31
1010177,2016-10-29
1010182,2014-10-26
1010183,2014-08-21
1010185,2015-04-25
1010186,2014-10-25
1010189,2014-12-31
1010192,2014-09-25
1010194,2014-10-02
1010195,2016-10-08
1010196,2014-10-18
1010197,2014-09-30
1010200,2014-10-30
1010201,2014-12-31
1010202,2014-09-24
1010203,2014-10-04
1010205,2015-10-01
1010207,2014-09-27
1010216,2014-09-30
1010217,2016-10-23
1010218,2014-08-27
1010219,2014-08-27
1010221,2014-09-06
1010222,2014-12-31
1010223,2014-12-31
1010224,2014-10-18
1010225,2014-11-29
1010227,2014-09-13
1010229,2016-04-16
1010230,2014-09-16
1010232,2014-08-26
1010233,2014-10-30
1010234,2016-09-30
1010236,2014-10-11
1010239,2014-10-15
1010240,2014-10-15
1010241,2014-10-01
1010243,2016-10-11
1010245,2016-10-27
1010247,2014-09-27
1010248,2016-10-08
1010251,2016-09-28
1010252,2016-10-15
1010254,2014-09-20
1010255,2014-11-23
1010258,2016-11-16
1010259,2014-09-20
1010261,2014-10-10
1010262,2014-10-14
1010263,2014-10-31
1010264,2014-09-01
1010266,2014-12-15
1010268,2014-10-11
1010269,2014-10-31
1010270,2014-12-31
1010271,2014-10-14
1010272,2014-11-02
1010276,2014-11-01
1010277,2014-11-07
1010278,2014-10-11
1010279,2014-09-27
1010280,2014-12-31
1010281,2014-12-06
1010283,2014-10-27
1010284,2014-11-20
1010285,2015-03-29
1010286,2016-09-28
1010287,2014-09-11
1010288,2016-10-27
1010290,2016-04-01
1010292,2014-12-31
1010293,2014-10-11
1010296,2014-12-31
1010298,2014-09-25
1010300,2014-10-15
1010301,2014-10-25
1010304,2014-10-25
1010305,2014-12-31
1010307,2014-12-31
1010309,2014-10-25
1010311,2014-09-04
1010312,2014-10-25
1010313,2014-10-25
1010314,2014-12-31
1010315,2014-09-27
1010316,2014-12-31
1010317,2014-08-30
1010319,2016-12-31
1010320,2016-12-31
1010321,2014-10-25
1010322,2014-10-29
1010323,2016-12-31
1010324,2014-05-17
1010325,2015-08-26
1010327,2015-05-31
1010328,2014-10-18
1010329,2015-11-25
1010339,2014-12-31
1010343,2014-09-27
1010346,2016-10-29
1010347,2015-05-31
1010349,2014-12-14
1010353,2016-10-16
1010354,2014-09-14
1010357,2014-10-25
1010358,2014-12-20
1010360,2014-09-25
1010364,2020-08-01
1010366,2014-12-31
1010368,2016-10-31
1010375,2017-03-31
1010376,2016-10-01
1010380,2015-09-22
1010383,2014-08-30
1010384,2014-10-30
1010385,2014-10-30
1010386,2014-09-30
1010387,2014-09-28
1010389,2014-12-31
1010390,2016-11-19
1010393,2014-10-25
1010394,2015-10-17
1010397,2016-04-20
1010398,2016-11-20
1010399,2014-12-31
1010400,2014-12-31
1010404,2014-12-31
1010406,2015-12-27
1010407,2014-11-08
1010408,2015-11-21
1010410,2015-11-22
1010413,2014-12-31
1010414,2015-10-10
1010415,2014-12-31
1010416,2014-12-31
1010417,2014-09-24
1010418,2014-10-15
1010419,2014-09-13
1010420,2014-10-03
1010421,2014-10-25
1010422,2014-09-19
1010426,2014-12-31
1010427,2015-10-30
1010428,2015-05-02
1010429,2014-10-31
1010433,2014-10-24
1010434,2014-12-31
1010436,2016-10-22
1010437,2014-12-01
1010438,2014-09-01
1010440,2014-10-25
1010442,2014-09-25
1010444,2015-09-23
1010445,2014-10-09
1010447,2014-11-02
1010452,2014-12-31
1010453,2016-08-31
1010455,2016-12-31
1010456,2016-10-31
1010457,2016-12-31
1010459,2016-11-19
1010460,2017-04-29
1010462,2016-10-22
1010467,2014-09-27
1010472,2016-10-31
1010474,2015-10-17
1010476,2014-12-31
1010478,2015-07-25
1010479,2014-12-31
1010480,2016-10-29
1010482,2014-10-31
1010483,2014-12-31
1010485,2014-11-25
1010487,2016-12-24
1010488,2016-10-13
1010494,2014-09-27
1010496,2014-09-27
1010501,2014-11-16
1010502,2016-10-13
1010505,2014-09-27
1010506,2014-12-01
1010508,2014-09-25
1010512,2016-12-31
1010513,2014-11-15
1010514,2017-05-28
1010515,2017-04-27
1010516,2017-04-26
1010517,2017-04-29
1010518,2015-03-09
1010519,2014-12-31
1010523,2016-12-31
1010525,2016-10-29
1010526,2017-03-11
1010528,2014-12-31
1010529,2014-10-01
1010536,2014-10-30
1010541,2015-04-01
1010544,2015-12-31
1010545,2016-03-31
1010546,2014-12-31
1010548,2014-10-25
1010554,2014-12-31
1010555,2014-12-31
1010556,2014-11-19
1010559,2014-10-25
1010560,2016-10-29
1010561,2014-10-19
1010564,2015-10-31
1010568,2015-04-30
1010569,2014-12-31
1010571,2016-10-29
1010572,2016-12-31
1010574,2014-10-29
1010575,2015-12-31
1010577,2017-10-28
1010579,2014-09-30
1010582,2014-10-10
1010583,2014-10-08
1010590,2014-10-25
1010594,2014-11-15
1010595,2014-12-31
1010596,2016-08-26
1010597,2014-09-13
1010598,2014-10-30
1010600,2014-11-29
1010601,2014-12-31
1010604,2014-10-04
1010606,2014-12-31
1010607,2016-12-17
1010608,2016-12-17
1010613,2015-04-04
1010619,2014-11-04
1010621,2014-12-31
1010622,2014-10-25
1010623,2016-10-30
1010625,2016-10-05
1010627,2015-12-31
1010629,2015-10-31
1010630,2016-12-31
1010631,2016-10-28
1010632,2015-10-24
1010636,2016-10-26
1010638,2014-12-31
1010639,2015-08-06
1010640,2016-11-19
1010641,2016-12-31
1010664,2016-01-23
1010665,2016-02-28
1010666,2016-02-13
1010667,2016-02-06
1010668,2016-03-05
1010670,2016-03-13
1010671,2016-03-19
1010683,2015-12-09
1010685,2014-10-11
1010686,2015-04-30
1010687,2015-11-15
1010688,2014-12-31
1010691,2014-11-30
1010694,2015-02-28
1010695,2014-10-31
1010696,2015-10-27
1010697,2014-10-29
1010702,2014-11-26
1010704,2014-10-30
1010706,2015-10-29
1010707,2014-10-25
1010708,2015-10-28
1010709,2015-09-27
1010710,2014-12-31
1010711,2014-09-25
1010713,2014-12-31
1010714,2014-12-31
1010722,2014-11-26
1010726,2015-10-21
1010734,2016-12-31
1010738,2015-04-26
1010739,2016-12-17
1010742,2015-10-10
1010743,2016-09-28
1010744,2015-04-18
1010745,2015-10-17
1010746,2016-09-30
1010747,2014-09-20
1010748,2014-12-31
1010750,2014-07-05
1010751,2015-10-08
1010752,2015-03-28
1010755,2015-10-28
1010758,2015-12-31
1010760,2015-10-31
1010761,2016-10-08
1010765,2015-12-05
1010766,2015-12-31
1010767,2015-12-31
1010769,2015-11-07
1010770,2016-09-07
1010773,2016-09-10
1010774,2020-01-04
1010775,2020-01-05
1010776,2020-01-05
1010780,2016-12-17
1010782,2015-09-28
1010783,2015-04-18
1010784,2016-10-15
1010786,2015-10-03
1010787,2015-09-23
1010788,2016-11-16
1010793,2015-12-31
1010794,2015-12-31
1010796,2016-10-29
1010798,2015-09-26
1010800,2015-08-27
1010801,2015-09-29
1010802,2015-11-17
1010803,2015-09-26
1010804,2015-09-17
1010805,2016-05-01
1010806,2015-09-26
1010807,2015-08-15
1010808,2015-08-13
1010809,2015-09-30
1010810,2015-10-01
1010813,2016-12-18
1010814,2015-10-30
1010815,2015-07-26
1010816,2015-10-31
1010818,2015-10-31
1010819,2016-10-25
1010820,2015-10-28
1010821,2015-11-28
1010822,2015-09-15
1010823,2015-11-24
1010825,2015-09-26
1010827,2015-08-29
1010829,2015-10-09
1010830,2015-04-01
1010831,2015-10-31
1010832,2015-10-25
1010833,2016-09-24
1010834,2015-12-05
1010836,2015-10-31
1010837,2015-12-31
1010838,2016-09-10
1010839,2015-11-21
1010840,2017-03-01
1010841,2016-12-03
1010842,2015-10-31
1010845,2015-11-10
1010846,2015-06-04
1010847,2015-10-29
1010848,2016-10-15
1010849,2016-10-20
1010850,2015-10-31
1010851,2015-12-20
1010852,2015-10-01
1010854,2015-09-29
1010855,2016-04-02
1010860,2016-04-02
1010863,2015-10-24
1010865,2016-11-19
1010866,2017-05-17
1010867,2016-10-08
1010868,2015-10-28
1010870,2015-10-27
1010871,2016-05-07
1010872,2015-09-25
1010873,2015-10-30
1010874,2015-10-10
1010876,2015-11-01
1010877,2015-10-31
1010878,2015-10-01
1010879,2015-09-28
1010882,2015-12-31
1010883,2015-10-17
1010884,2015-10-31
1010885,2015-10-29
1010886,2016-04-16
1010889,2015-10-31
1010891,2016-12-17
1010893,2015-11-11
1010894,2016-09-29
1010896,2015-07-11
1010899,2016-09-24
1010900,2015-11-28
1010901,2016-09-06
1010902,2015-12-31
1010903,2015-10-17
1010904,2015-10-25
1010925,2016-10-22
1010927,2015-08-25
1010928,2015-12-31
1010929,2015-10-03
1010931,2015-04-25
1010933,2015-12-31
1010937,2015-10-31
1010938,2015-10-30
1010939,2016-12-24
1010940,2015-10-28
1010944,2015-11-22
1010945,2015-10-21
1010946,2015-05-02
1010947,2016-10-29
1010948,2016-04-30
1010950,2015-10-31
1010953,2016-11-20
1010954,2016-12-17
1010955,2015-10-17
1010956,2015-10-31
1010957,2015-10-31
1010958,2016-11-18
1010959,2016-12-31
1010960,2015-12-06
1010961,2016-11-20
1010962,2015-04-25
1010964,2015-11-29
1010965,2015-11-22
1010966,2015-11-15
1010967,2015-11-01
1010968,2015-11-15
1010969,2016-11-20
1010971,2017-04-16
1010972,2016-12-17
1010973,2016-11-16
1010975,2015-12-30
1010976,2016-10-15
1010977,2015-08-27
1010978,2015-10-25
1010981,2015-11-07
1010982,2016-11-18
1010983,2016-11-27
1010984,2017-03-26
1010985,2015-08-30
1010986,2015-10-28
1010987,2015-12-31
1010989,2016-12-31
1010990,2015-10-01
1010991,2016-09-28
1010992,2015-12-19
1010993,2015-12-19
1010994,2016-09-01
1010995,2015-11-21
1010997,2015-12-31
1010998,2016-05-07
1011000,2015-10-17
1011002,2016-09-29
1011003,2015-11-01
1011004,2016-09-24
1011012,2015-12-31
1011013,2016-10-29
1011014,2015-12-31
1011016,2016-09-25
1011017,2016-10-01
1011018,2015-11-29
1011022,2015-11-24
1011027,2016-11-20
1011028,2016-10-28
1011031,2015-09-30
1011033,2016-10-29
1011034,2015-10-30
1011035,2015-11-28
1011037,2015-10-31
1011038,2015-10-31
1011039,2015-10-31
1011040,2015-10-31
1011041,2015-10-31
1011042,2015-09-08
1011043,2015-10-29
1011044,2015-12-31
1011046,2015-10-16
1011051,2016-10-21
1011052,2016-11-17
1011053,2015-09-24
1011055,2015-10-31
1011056,2015-10-11
1011057,2015-11-01
1011058,2015-09-26
1011059,2015-10-24
1011060,2015-10-21
1011061,2015-10-17
1011062,2015-10-22
1011063,2016-12-18
1011066,2015-10-17
1011071,2015-10-31
1011072,2015-10-31
1011075,2016-03-26
1011076,2015-12-26
1011082,2016-10-29
1011083,2017-04-15
1011084,2015-10-11
1011085,2015-10-31
1011087,2015-10-17
1011088,2015-10-31
1011089,2015-10-31
1011090,2015-10-10
1011092,2016-06-07
1011093,2015-11-21
1011094,2015-10-27
1011095,2015-10-29
1011098,2016-04-30
1011100,2015-10-27
1011101,2016-04-30
1011102,2015-10-31
1011103,2015-09-24
1011104,2015-10-31
1011106,2016-10-31
1011107,2015-09-26
1011108,2015-10-31
1011109,2015-10-17
1011110,2015-10-20
1011111,2015-10-29
1011112,2015-12-31
1011113,2015-10-28
1011114,2015-10-22
1011116,2016-10-15
1011118,2015-10-31
1011119,2016-09-27
1011122,2015-10-31
1011123,2015-09-24
1011124,2015-10-11
1011126,2015-09-26
1011127,2016-05-14
1011130,2015-10-31
1011136,2015-11-15
1011137,2015-10-27
1011139,2015-06-03
1011141,2015-09-17
1011142,2017-04-09
1011144,2016-12-31
1011145,2016-10-29
1011146,2015-09-26
1011147,2015-10-03
1011148,2017-04-08
1011149,2016-09-24
1011151,2016-10-08
1011153,2016-09-30
1011154,2016-08-30
1011155,2015-08-30
1011157,2015-10-01
1011158,2016-10-12
1011159,2015-10-31
1011160,2015-12-31
1011161,2015-10-15
1011162,2015-12-12
1011164,2015-10-14
1011166,2015-10-13
1011167,2015-11-28
1011169,2015-12-31
1011170,2015-10-11
1011171,2015-10-31
1011172,2015-10-21
